Time,Nome,Usuario,Tempo,Texto
São Paulo,Claudia Raposo,@clauclamera,4 min,"Feliz aniversário Presidente 
@tarcisiogdf
 , opsss Governador de São Paulo. Muitas coisas boas na sua vida, entre elas, muita Paz, Felicidade, Sucesso e Saúde. Amém.."
Flamengo,enhypen is 7,@kagayamar,4 min,preciso do luis henrique ex botafogo no flamengo em 2026
Santos,N3RØ,@neroggwp,4 min,Essa galera q pede Neymar na seleção não deve ter visto os últimos jogos desse cara no Santos ne
Corinthians,Lucas,@notliewie,4 min,Corinthians ia ter 2 jogadores no elenco
Flamengo,Ficar puto com atleta Marcão é pior,@imperadorMendig,4 min,E o flamengo q pagou 43 no Paquetá  horroroso e poderia ter comprado o luiz Henrique kkkkkkkkk
Flamengo,Cigarro de artista,@tiagoluizcr,4 min,Raphinha e Vini Jr pela seleção é a dupla Diego e Diogo pelo flamengo 2010
Santos,Bruno,@Bruno_HFRF_,4 min,"Luís Henrique 
Danilo 
Bremer 
Andrey Santos 
Douglas Santos 
Ibanez 
Igor Thiago 

Fez falta o Bruno Guimarães e Marquinhos"
Palmeiras,SEPgimenez,@Gimenezzz12,4 min,"Mais uma partida horrível do palmeiras 
Khelvven e murilo precisam encontrar outro emprego urgentemente"
Corinthians,Great Chimba,@chimbaaaz,4 min,"Pior que ele tomou gol mais defensáveis que o Hugo e o hate é menor.

Não sei se pq o Hugo é negro ou pq joga no Corinthians"
Palmeiras,Dz Rodrigues,@dzrodrigues,4 min,O Brasil está para a França assim como o SPFC esta para o Palmeiras... virou 'freguezasso'
Flamengo,TETRACAMPEÃO DA LIBERTADORES,@EmersonJun69111,4 min,"Jogo da seleção é sempre a mesma coisa. Jogador erra bisonhamente, tem algum jogador do Flamengo próximo do lance a culpa vai cair nele"
Flamengo,.,@flamenvan,4 min,Tentei entrar nos 3 links do Flamengo e nenhum existe.
Internacional,Silvanei Vanvan,@SilvaneiVanvan,4 min,Direito internacional  só lembram quando precisam dele.
Vasco,Shuya ⓟ,@br_shuya,4 min,Situações que só acontecem no Vasco
Atlético Mineiro,Tiago,@tiagoatehoje,4 min,Atlético Mineiro... Estão falando seu nome aqui.
Vasco,Brn,@brun4zxl,4 min,"O cara leva 6 do Vasco, não ganha do novorizontino mas vai acompanhar francês correndo do jeito que tão com aquele joelho de farelo 

Mata qualquer um"
Cruzeiro,Velho Pingão - O chefe do Samucudo,@MatheusChiclet,4 min,Plata indisciplinado está precisando mesmo de um perfil linha dura como é o do Velho Pinguço que é o dono do Cruzeiro 
Botafogo,luanzin,@euluanzin7,4 min,"Isso que o LH tá fazendo em campo nem me assusta, já tô acostumado a ver ele fazer isso no Botafogo"
Vasco,Safrado,@peh_o,4 min,"fora que teve ajuda da arbitragem nos primeiros minutos o vasco, fora o gol lá que a bola saiu toda"
Flamengo,Bigode Grosso,@souldevorer,4 min,"E essa sanha repentina dos bi-rebaixados se colocarem como bixos papões da América junto com o Flamengo. Não ganham nada a dois anos! Clube investe mal, tem um técnico desgastado. Voltem a ganhar, porque daqui a pouco quem estará vivendo de passado serão vocês..."
Grêmio,dezordi,@DezordiTrapala,4 min,Jogar com um a mais só é vantagem quando é o outro time jogando contra o Grêmio
Vasco,DaRua,@MtsjrCRF,4 min,"Desisti de ver a porra do Jogo, impossível mané parece que eu to vendo um jogo do Vasco"
Santos,L1,@LeandrHqe,4 min,Não é possível que no Brasil não tenha um lateral melhor que esse Douglas Santos
Santos,ele mermo,@ele_mermo11x,4 min,"Pelo amor de Deus, Neymar no santos não é parâmetro pra NADA, absolutamente nada. Eu vejo o Vini e raphinha a 2 anos nessa seleção sem jogar NADA, mas o Neymar não pode? Não existe"
Internacional,Insônia Gremista,@criptogremio,4 min,"Não ironicamente no lugar do Casemiro ele sofreria aquela falta 

Eles treinam muito isso no Internacional"
Santos,Corneteiro Alvinegro,@corneteiro1910,4 min,Quem foi o observador da seleção que indicou o Douglas Santos?
Vasco,jessicat,@jessicaliandra_,5 min,"Seleção tal qual Vasco da Gama hoje, pqp"
Cruzeiro,Marcosᶜᵉᶜ,@printfmarcos,5 min,Vini Jr jogando menos que o Wanderson do Cruzeiro
Flamengo,Pedro,@Pdgzin7,5 min,Leva o Flamengo pra copa que nós trás a taça e muita fé
Flamengo,Biriba Vegano,@biribavegano,5 min,"Fraudícius Júnior não tem condição pra jogar na seleção, muito menos esses lixos do Flamengo na defesa.

LH e Danilo: necessários na copa.

Brasil campeão passa diretamente por jogadores do Botafogo no time."
Flamengo,Flamengo,@Flamengo252219,5 min,Casemiro não é Flamengo kkkkk ele surtam com isso
Cruzeiro,dan,@goldodann,5 min,Cruzeiro?
Corinthians,gean carlos,@geancarloscz95,5 min,"Vamos fingir que com um joelho ele não salvou vcs da segunda divisão, concordo que jogou mal contra o Corinthians.

Precisa melhorar fisicamente, creio que consiga,  mas tem espaço."
Vasco,crack baby,@hanexst,5 min,"slk proteção espiritual fortíssima, quase fui de vasco por causa de um doguinho q brotou do nada no meio do escuro, sentir o verdadeiro terror com a moto quase batendo 70 km/h"
Santos,Samuel D'fiel,@dfiel12,5 min,Eu pensava que tinha sido o Douglas Santos. Mas obrigado por me confirmar quem foi o animal que deu um passe desse sozinho sem marcação.
Santos,Léo Pereira ᶜʳᶠ,@leocrf_10,5 min,Gente se o Neymar fosse tudo isso mesmo o SANTOS estaria numa situação melhor
Fluminense,reis,@crf_reix,5 min,Convoca do Fluminense que vai dar certo KKKK
Vasco,Lotto,@matheuslotto,5 min,Me sinto um torcedor do Vasco assistindo essa seleção. Desanimador.
Vasco,Larissa,@kitsLarisss,5 min,"Esse aí não superou até hoje o Vini Jr estar com a ex dele, né? Neymar jogou 3 copas e não levou nenhuma, isso quando não tá levando de 6x0 do vasco"
Santos,Tito,@TitoGremistazo,5 min,Renan Santos será eleito kkk
Vasco,Vinicius Andrade ◤✠◢,@orionzera,5 min,O Vasco de Renato Gaucho já teria virado esse jogo
Corinthians,Pedro Silva,@PedroBaloti,5 min,"Esse Corinthians era brincadeira, meu Deus"
Cruzeiro,Cartola,@cartolafc,5 min,"Tricolores também definidas para duelo contra o Cruzeiro pelo Brasileirão Feminino

#mercado"
Flamengo,sergioluizp,@sergiolp116,5 min,"@LulaOficial
@SenadorViana
@nikolas_dm
Alemanha vence o Brasil de novo por 7.
Não, pera ai, foram 7 ministros que venceram os aposentados. 
Tipo Flamengo jogando contra o Ibis."
Flamengo,André /,@ChamaDesgraca,5 min,"Irmão, eu acho inacreditável o léo pereira ser chamado pra seleção dps de ser humilhado pelo yuri, só flamengo pra acontecer algo assim"
Santos,Ig Nunes,@_ignunes,5 min,"EDERSON- ACABOU
DOUGLAS SANTOS- FRACO
ANDREY SANTOS- FRACO E LENTO
JOÃO PEDRO- JOGO GRANDE PIPOCA
VINI- SÓ PRESTA NO REAL
RAPHINHA- SÓ PRESTA NO BARÇA
DANILO- MUDOU O JOGO
IGOR THIAGO- POUCOS MINUTOS
LUIZ HENRIQUE- UM DOS MELHORES
CASEMIRO- UM DOS MELHORES
#BRAxFRA"
Flamengo,Maria Santos,@MSantos69538,5 min,"Flamengo 

#TVZAoVivoComAlvxaro"
Palmeiras,Alex Titovsc,@AlexTitovsc,5 min,"Não é só o pardal italiano não é toda mídia nojenta que odeia o Palmeiras e os péssimos técnicos que passaram recentemente pela seleção 

Por isso torço contra mesmo essa bosta dessa seleção brasileira"
Flamengo,@almeiidacrf,·,,"O 
@Flamengo
 tem que trazer o Luíz Henrique independente do valor. Ou no meio do ano, ou no final pra começar a temporada 27 já aqui. É acima da média, jogador que resolve jogo."
Santos,Adriano Braga,@bragaadrianoo,5 min,"Cara, Douglas Santos sem vontade alguma. Pra mim, com esse futebol que ele ta jogando, sem condições de ir a copa"
Flamengo,FERNÃO DIAS PAIS,@FernaoPais,5 min,"Este ""Brasa"", a continuar assim, não passa da 1a fase da copa! E vc achando que estão jogando bem!! Tá vendo muito jogo do Cruzeiro!  Até com 1 a menos tomaram outro gol! Pelo menos serve pra ver que este Léo Pereira e este lateral do Roma, só a torcida do Flamengo engole!"
Flamengo,Grok,@grok,5 min,"O motivo é a frustração com a crise no futebol brasileiro: pior campanha da história nas Eliminatórias da Copa 2026, caos político na CBF (com intervenções judiciais e presidentes derrubados), dívidas e mau desempenho em clubes como Flamengo, Corinthians e Botafogo, além da perda"
Santos,mari,@atalamari,5 min,"leo pereira = enviado para um campo de reeducação no interior do tocantins 

douglas santos = abandonado no meio do teerã com a bandeira de israhell na testa 

vini jr = exilado na selva venezuelana"
Flamengo,jurídico kaio jorge,@nalucec,5 min,"isso que dá vc levar jogador só por ser do flamengo 
@MrAncelotti"
Santos,Yami nobre ˢᶠᶜ,@yami_nobre,5 min,"E quem disse q ele precisa ficar com bola, ele precisa distribuir jogo e atrair marcação, o problema é q o Santos entrega a bola pra ele e espera q ele seja Zagueiro, atacante, meia e volante"
Santos,Fill ©®. Flamengo,@Fillrocha93,5 min,Só mandar o Matheus Cunha ralar.. ele e Andrey Santos não da nesse meio campo
Flamengo,renanananannananan,@o_renanr,5 min,"O torcedor do flamengo e a globo é que colocaram esse Léo Pereira na seleção o cara perdido marcando o Olise no segundo gol e deixou o Mbappe passar de passagem, aí a enquete 55% acha q o cara devia voltar, prra tmnc quem acha q isso é verdade"
Santos,Gleybson Borges Lima,@Gleybsonborges,5 min,"Não joga, não é convocado, não joga nem no santos contra o Cruzeiro... E vai ficar fora jogando ou não jogando!"
São Paulo,Gabi,@gabisonzer,5 min,dia 25 de abril tem Stalia juntinhas no the l club em São Paulo 
Botafogo,Bebel,@costa_gcc,6 min,"Eu agradeço todo dia pela venda do botafogo, se nao era papo de dominância"
Corinthians,Jantadas SCCP,@jantadasccp,6 min,Não pois não são do Corinthians
Botafogo,Prof. Steve Magal,@MarioGasparr,6 min,"Empresário e o Botafogo vão tirá-lo do Remo, muito alto o valor de compra"
Flamengo,Oráculo ✠,@xlotif,6 min,Jogador do flamengo na seleção = fracasso
Santos,veyron,@veyron7t3n,6 min,"mano esse douglas santos e uma aberração de jogador, eu nunca vi um lateral que nao cruza, esse cara faz meus olhos sangrarem vendo ele jogar"
Palmeiras,"Aldo Luís Democracia, sempre!!!",@aldoluis1,6 min,"Brasil precisando empatar, com um jogador a mais, deixando a França trocar passes como quer. Veja técnico pardal do 
@Palmeiras
 como se joga com um a menos. Vini Jr era pra ter saído.. pqp. Difícil ver a seleção assim."
Santos,Giovanne ★彡,@giovrolo,6 min,"Nosso camisa 10 não sabe jogar bola e ainda tá como capitão, não existe ele ser convocado, ele veste a camisa da seleção e se caga inteiro, erra tudo!
Vini Jr., Raphinha, Martinelli, Andrey Santos não merecem nem convocação!"
Santos,Caio Alandia,@AlandiaCaio,6 min,"Pior que isso é uma síndrome de Estocolmo ferrada, pq o Neymar tá mal no próprio Santos que é o time do dono da página."
Atlético Mineiro,showbricio,@AdoroLoirinhas,6 min,Clube Atlético Mineiro
Corinthians,fabio,@fabiobuzzo,6 min,corinthians ficando sem elenco toda temporada
Corinthians,ravena,@ilahrie,6 min,brasil é muito corinthians
Santos,Discuto com imbecis,@ImbecilReborn,6 min,"Esse Douglas Santos tem cara de frentista de posto de gasolina,menos de jogador de futebol!"
Flamengo,Fernando SCI 1909,@Fernandolost87,6 min,Isso é torcedor do flamengo forçando esse caras horríveis ai
Flamengo,Mike ˢᵉᵖ ,@miikesep,6 min,Flamengo e seleção não combinam isso é um fato
Flamengo,Guxa1964,@GuxaPetropolis,6 min,Falou besteira aqui meu caro! O Flamengo tem um jogo a menos que o fluminense pateta! E o Paquetá está fora da Copa aonde ???
São Paulo,Markos Funjel,@funjel70,6 min,Time do Brasil parece o time do São Paulo de tão ruim! 
Flamengo,Kaio,@kaiohenricunha,6 min,"E ainda tem os perebas de Flamengo/Palmeiras de sempre, superestimados por clubismo."
Santos,Léo Pereira ᶜʳᶠ,@leocrf_10,6 min,E pq o Santos está na situação atual?
Fluminense,Brasileirão Feminino,@BRFeminino,6 min,"COMEÇOUUUUUU!

Cruzeiro x Fluminense pela 5ª Rodada do Brasileirão Feminino!

AO VIVO:"
Cruzeiro,᥅ꪮᥴᛕ ꪑꪖ᥅ᥴ꠸ꪖꪀꪮ,@Vitasdorockof1,6 min,"fizeram o cara de joao bobo na moral

na época q seleção tinha maluco isso aí tinha virado uma pancadaria igual do cruzeiro e atletico"
Cruzeiro,demônio de hell's kitchen ⁴⁴,@jenswifeyc,6 min,e quando o cruzeiro ganhar do boca e o franco chorar eim
Santos,be,@beLH44,6 min,esse douglas santos é muito ruim #BRAxFRA
Santos,Daniel Cordeiro,@danccordeiro,6 min,"Douglas Santos foi pra Rússia com skin de pedreiro e ao invés de achar uma loira, achou foi uma vaga na Copa do Mundo."
Corinthians,cayo,@cayorrlc,6 min,"mas essa camera é identica a da arena corinthians por exemplo, que por sinal a galera paga pau"
Santos,MENINO DE OURO,@DjYgorKovansky,6 min,"Não aguento mais ver o Douglas Santos nessa lateral, ele é horrível"
Corinthians,Mateus Nhoatto,@MateusNhoa17773,6 min,"Veja a entrevista do zagueiro do novorizontino em uma entrevista depois de terem eliminado o corinthians e já enfrentado todos os times do campeonato. Obvio que o neymar ta mal, mas essa seleção ta uma bela bosta e tem gente ali que se trocar pelo neymar nao vai fazer diferença"
São Paulo,🄻eocacl,@leocacl,6 min,"2026 e vagabundo ainda fica incomodado com fumaça ...

MORANDO EM SÃO PAULO!!!"
Santos,Claudio,@lccsanches,6 min,A verdade é q Douglas Santos e Wesley não são jogadores de seleção. São FRAQUISSIMOS
Santos,TGV,@Tiago41051244,6 min,A diferença é que o jogadores são do santos futebol clube
Vasco,"Rodrigo ""O Chico""",@RodrigoOChico,6 min,"Vini Jr no Real = melhor do mundo
Vini Jr no Brasil = reserva do Vasco...
#SeleçãoBrasileira 
#BRAxFRA"
Santos,jean,@jeancraque,6 min,Fico vendo esses caras que nunca chutaram uma bola na vida falar merda quem viu pirlo jogar ele não  tinha intensidade jogava só com a inteligência...e vcs acham que o cara não tá se poupando nesses jogos e fora que a qualidade do Santos é péssima...
Santos,joão aranda,@joaoaranda14,6 min,Douglas Santos hoje seria um bom reserva pro Bidu
Fluminense,Ari Daopacha,@Juanistah,6 min,"pantera é do zenit pra inglaterra, la pros trinta e pouco volta pra BR pro botafogo ou fluminense pra encerrar carreira"
São Paulo,Sudden Tricolor,@suddentricolor,6 min,"Pensei que na Data Fifa vendo a seleção eu não passaria raiva com o São Paulo, chega hoje vejo o Ferrerinha vestindo a 10..."
Fluminense,Pedro Ricciardone,@RICCIARD0NE,6 min,Fluminense ganhava esse jogo aí tranquilo
Santos,Felipe Gimenes #VAICORINTHIANS,@Felipegimenees,6 min,"Esse amistoso deixa claro quem NÃO pode vestir a camisa da seleção...

- Douglas Santos
- Ibanez

Não da.."
Botafogo,Blog do Escobedo ᶜʳᶠ ¹⁸⁹⁵,@escobedo042,6 min,No dia que o Botafogo for campeão mundial.
Internacional,M I R T I L O,@mirtilopody,6 min,Eu diria que 2022 foi surto de camarão internacional.
Flamengo,o que o Guilherme anda pensando?,@guilhermthegoat,6 min,"bom lembrar que vc não entende nada de futebol e no máximo assiste o flamengo de vez em quando, então sua opinião nem conta"
Flamengo,mente do palhaço,@luislipefs,6 min,Flamengo precisa contratar Luiz Henrique e Vini Jr para entrosar a dupla
Flamengo,Fábio,@fbrebeldes,6 min,Larga de ser puta rapa o cara já falou que não joga no Flamengo
Santos,Warriors da Deprê,@gswdadepre,6 min,Se a gente for pra copa com esse lateral pau mole Douglas Santos tamo fudido
Vasco,IG: @angilbertomnz,@angilbertomnt,6 min,"Tão chamando a seleção brasileira de Vasco, vou sair girando no murro igual blaiblade #BRAXFRA"
São Paulo,Eduardo Capaldo,@capaldo_eduardo,6 min,Fui preso pelo ICE e estou sendo obrigado a viver em São Paulo
Flamengo,Gibson,@GibsonGabriel20,6 min,Flamengo é grande dms kkk
Corinthians,LU4NZITO,@luan_olivei7,6 min,O Vinícius Júnior na seleção é pior do que o Talles Magno no Corinthians. Meus olhos sangram
Botafogo,TYR ★彡,@_JoaovictorSSW,6 min,"O Luiz Henrique é um absurdo de jogador e o Danilo é craque demais tbm, como eu queria ter visto os dois juntos no Botafogo"
Santos,@lgustavo,@LuizGustav21076,6 min,"Neymar vai carimbar passaporte nessa data fifa. E outra , vai chegar na ponta dos cascos. O Santos vai ser a pré temporada e ele vai chegar inteiro pra uma copa pela primeira vez. Brasil hexa. Neymar craque da copa . Vou até printar aqui."
Cruzeiro,ratodocruzeiro,@RATOcec,6 min,"HOJE TEM CRUZEIRO ????
ENTAO TEM REACT CABULOSO 

VEM COM NOIS VER AS MINA!
kick.com/ratocec"
Santos,Aleatório,@alysman074,7 min,O Danilo Santos entrou bem
Flamengo,lyn,@opheliapoets,7 min,queria ele no flamengo
Flamengo,cerriseven,@imsyren_,7 min,Flamengo nele!
Fluminense,laura,@folkloriws,7 min,alguém por favor dá um jeito de trazer o luiz henrique de volta pro fluminense
Internacional,liv,@namplantajoon,7 min,acabei de descobrir que pra fazer a compra precisa de um cartao internacional…. vou ter que recorrer aos meus superiores (meus pais)
Santos,Caio Ribeiro,@caiocrjr7,7 min,"Esse Douglas Santos mds, não dá não kkkkkkkk"
Grêmio,matador de sapientes ⸸,@oculostortinho,7 min,Eu quero apedrejar todos os membros do grêmio cefetiano
Santos,Filipe Luis,@juniorcp88,7 min,"Douglas Santos é horrível, não sai nada de produtivo"
Santos,Fabiano Canuto,@FabianinhoGomes,7 min,Douglas Santos é muito fraquinho também
Flamengo,Cel. Mostarda,@gfcardoso25,7 min,Uma coisa a gente tem que admitir: a torcida do Flamengo impressiona. Pq só um flamenguista fanático levaria Léo Pereira para a Copa.
Flamengo,Chato Palestra,@chatopalestra,7 min,"O mal que o Flamengo faz ao futebol brasileiro na saiu daqui e foi pra fora.

Convoca-se Léo Pereira e revela-se Vini Jr.

#ForaFlamengo"
Cruzeiro,vini porco robert,@viniporcorobert,7 min,"Pô pelo amor de deus, vcs não devem assistir os jogos do Cruzeiro não, o cara tá muito mal"
Santos,Laert,@Could_66,7 min,"Esse Douglas Santos não tem condições nenhuma de ta na seleção, lateral extremamente fraco."
Corinthians,hugostoso 愛,@hugoricardin,7 min,"eu assisto corinthians e brasil e nao sei diferenciar vitinho de vinicius jr, pqp que bagre"
Santos,Rafael B. Rodrigues,@Rafaael15,7 min,Vini Jr quebrando a bola! Douglas Santos sem condições. Me ajuda Ancelotti
Santos,TETRA E ENEA,@Alehbernacchi,7 min,Douglas Santos horrível pqp
Santos,aura + ego + clt,@graphaelkkjk,7 min,"esse Douglas Santos é ridículo 
maluco n tem noção nenhuma da pelota PQP, maluco torto do caralho vai tomar no cu"
Fluminense,TurbinasPaulista,@turbinasCalote,7 min,Prepare a bunda fluminense
Cruzeiro,Bruno Fanticellli,@BrunoFanti89,7 min,Cruzeiro é 1mihao de vezes maior que as frangas
Corinthians,ana,@vomitomt,7 min,pq o Corinthians tá jogando contra a frança
Botafogo,Luiz bfr,@LuizGonalv47054,7 min,"Engraçado vcs anulam o brasileiro do Botafogo de 68 e contam título de 20 anos anteriores KKKKKKKKKKKKKK 
N A N I C O!"
Flamengo,Rafael,@faelgalo10,7 min,Vini na pegada Neguebinha do Flamengo
Flamengo,Léo Donizeti,@leodonizeti,7 min,O cara que ja cansou de repetir que não gosta do Flamengo. Pagina de bosta dessa
Corinthians,hlize viu o riize,@renjunprinces,7 min,mais fácil o corinthians ser bi da liberta dq o brasil ser hexa
Santos,João Scheffer,@jzscheffer,7 min,Não tem condições esse Douglas Santos ser jogador de futebol. Que fase chegamos.
Flamengo,Debora Maria,@DeboraM76753594,7 min,Ela e a torcida do Flamengo Aki fora.
Cruzeiro,Cruzeiro Feminino,@CruzeiroFem,7 min," 0’ | 1T | Começa o jogo na Arena do Jacaré! VAMOS EM BUSCA DA VITÓRIA, CRUZEIRO! 

#CRUxFLU | 0x0 | #AsCabulosasNoBrasileirão"
Palmeiras,Draicker,@Draicker13,7 min,"Imagina um Palmeiras com Luiz Henrique e Danilo no time, pqp. Ainda ia ter gente defendendo um futebol meia boca no Palmeiras, futebol de puro resultado."
Flamengo,Seleção Verde,@SelecaoVerde,7 min,Depois que eu ver Palmeiras eliminando o Flamengo do Zico no Brasileiro de 79 com 4x1 em pleno Maracanã.
Santos,MANO GAGUIM,@K_SaryEldin,7 min,Kaiki no lugar do D. Santos próximo jogo
Santos,Marcelo Perdigão,@marceloperdigao,7 min,Eu não queria esse Douglas Santos no Fortaleza. Que lateral fraco!
Santos,Cão peludo,@bolotinha_13,7 min,Quem precisa dele é o Santos. Ele não consegue jogar nem lá..
Santos,Andrezão PORCO REI 19/45,@oporcorei1914,7 min,"NOTAS DO PORCO REI 

Ederson - 0
Wesley - 0
Léo Pereira - 0
Bremer - 0,75
Douglas Santos - 0
Casemiro - 0
Andrey Santos - 0
Matheus Cunha - 0
Raphinha - 0
Martinelli - 0
Vinícius Junior - 0

Luis Henrique - 0,5
Igor Thiago - 0
Danilo - 0
Ibañeiz - 0
Gabriel Sara - 0"
Santos,NANDO,@nandoribeir_,7 min,Douglas Santos fraco dos fracos se Kaiki tiver oportunidade contra Croácia vai tomar a titularidade
Vasco,Baeta,@daniel_baeta,7 min,"Brenner reserva no Vasco titular na seleção, como que explica?"
Corinthians,Lucas,@meliizxz,7 min,"Parece que tô assistindo um jogo do Corinthians, contra o lanterna do Brasileirão pqp"
Santos,lari,@LarissyAraujoo,7 min,q é esse Douglas Santos? Joga nada
Santos,Mattos,@_wiltonMatos,7 min,"Papo reto, se colocar uns parceiros meus da várzea  pra jogar no Santos ou na seleção Brasileira, eles desenrolam bem mais!"
Flamengo,Lambreta #freepalestine,@sucodepamonha,7 min,"""só pegam no pé do vini, pq ele jogou no flamengo""
O vini KKKKKKKKKKKKKKKK"
Santos,kaiser,@Miranda96016765,7 min,Nem o Santos n esta precisando imagina a seleção
Vasco,rlzkkk,@rlzkkksfc,7 min,Como assim ele não fez nada contra o Vasco? Ele meteu 2 e ganhou a partida sozinho esse ano
São Paulo,WAP75,@AlvesTrade,7 min,BOLSA TRÁFICO!!! LULADRÃO PRESIDENTE DO TRÁFICO DO FORO DE SÃO PAULO!
Santos,Leal,@Juanzada5,7 min,Esse Douglas Santos não tem condições pqp joga com vergonha
Santos,igu aka pepe,@comoqomano,7 min,Espero que o douglas santos tenha uma lesão (intervenção divina) e se aposente no inss recebendo um salario minimo e meio
Flamengo,mt,@mt_pinheiro87,7 min,"Tudo que envolve Flamengo é assim, eles torcem contra uns dos melhores do mundo só pq é cria do Flamengo kkkkkkkkkkkkk"
Corinthians,TETRA DA LIBERTADORES,@FetuSavu37043,7 min,vagabundo q pede Neymar não viu santos x corinthians não?. Onde ele apanhava da bola.
Santos,André Schappo,@andreschappoo,7 min,Douglas Santos e Léo Pereira... que lado esquerdo incrivel
Santos,Douglas Mayer,@ddmaiier,7 min,DOUGLAS SANTOS ? Jogou onde ???
Flamengo,Rayssa,@lts_ray,7 min,Luiz Henrique no Flamengo amanhã!!!
Santos,Raymorais Castro,@CastroRaym81933,7 min,Prr jota ele não ta conseguindo fazer isso nem jogando no santos no SANTOS tu acha mesmo quer ele vai mudar alguma coisa?
Santos,LEOYYZ,@LEOYYZ,7 min,Douglas Santos tem o mesmo movimento corporal do René
Santos,LUCHO MAGO ACOSTA,@_1902FFC,7 min,"falo. vini jr horrivel, douglas santos horrivel, raphinha horrivel..."
Santos,jlingz,@goldolingard,7 min,"esse douglas santos é horroroso, meu pai amado"
Santos,Igor,@MaximianoCRVG,7 min,"Esse Douglas Santos é um dos mais horríveis que já foram convocados, mlq lixo do crl"
Palmeiras,𝐏 𝐇 𝐄 𝐋 𝐈 𝐏 𝐄,@PhilAndTheJets,7 min,Parece o ataque do Palmeiras contra os Deportes Titicaca da Bolívia todo ano na Libertadores
Santos,mafe,@i2jennas,8 min,to falando serio QUEM é douglas santos e POR QUE só temos essa opçao
Santos,Rodrigo,@manuchegou,8 min,É ruinzinho o Douglas Santos
Santos,Gabriel de Barros,@gaabriel_bfr,8 min,"Absurdo a seleção Brasileira depender de jogadores como Vinícius Júnior, Léo Pereira e Douglas Santos.

Pior geração da história disparado."
Vasco,Tiago Dezan,@TiagoDezan,8 min,"O cara não fez nada contra o VASCO, mas destruiria a França…"
Santos,João,@Rezendeffc,8 min,"Vinicius jr, leo pereira, douglas santos, bremer pode enfiar um dentro do cu do outro, pqp todos fracos"
Corinthians,Klaus Ferrer,@PokeKlausGo,8 min,"O que menos tem dentro do Corinthians,  é Corinthiano."
Santos,Joga Sujo,@Geovanne_JS,8 min,Partida tenebrosa do Douglas Santos
São Paulo,30e,@30ebr,8 min,"São Paulo - 30/4 - Espaço Unimed
São Paulo - 1/5 - Espaço Unimed
⁠Rio de Janeiro - 16/5 - Vivo Rio
Curitiba - 27/6 - IGLOO Super Hall
Porto Alegre - 4/7 - Auditório Araújo Vianna - NOVA DATA
Recife - 22/8 - Classic Hall
Belo Horizonte - 5/9 - BeFly Hall"
Flamengo,M4theus Fns,@matheusfns29,8 min,"Vem para o Flamengo, monstro."
Santos,emerson,@emerswn,8 min,Douglas Santos é muito ruim
Corinthians,GALO,@mariodecastr,8 min,"Meu caro, se contra Inter e Corinthians ele teve dificuldades em manter a posse de bola, imagina com um Tchouameni e Kante marcando ele..."
Flamengo,@emylearauj0,·,,Flamengo é o protagonista não tem como
Santos,C.R.V.G,@AdrianoFontine4,8 min,"Acho que esses torcedores são demente da cabeça, será que eles assiste os jogos do santos quando o Neymar tá jogando ? o cara tá andando em campo"
Santos,thata.,@lmjxxcx,8 min,douglas santos é RUIM.
Flamengo,tutu,@two_a04,8 min,não sabia que o casemiro jogava no Flamengo
São Paulo,Flaviano26,@flaviano26,8 min,"SEPARA SUL. 

Chega de sermos ESCRAVOS dessa GENTALHA que faz parte da facção terrorista internacional Foro de São Paulo. 

Guerra já. 

Cada um que arque com seus votos e que cobre seus políticos. 

MURO JÁ."
Flamengo,luan guima,@luanguimax,8 min,"Porque você nao critica os jogadores do Flamengo? O Flamengo destruiu a seleção. 

Acharam boa ideia botar um zagueiro do Flamengo na seleção.

Luis henrique é muito melhor que Vinicius jr, só não é titular porque nao joga no real Madrid.

Wesley não ve a cor da bola."
Santos,★,@skyIinner,8 min,mano pq deus me deixou nascer torcedora do santos e da seleção brasileira ao mesmo tempo?
Flamengo,EFBraga,@EaiMandli,8 min,Ano passado a torcida do Flamengo passou o maior estresse com esse esquema horroroso… máxima do futebol: o jogo se ganha e se perde no meio campo! Mas sempre tem os iluministas…
Vasco,jorge,@JorginCRF10,8 min,"Mas o dever de examinar jogador não e do clube? Você tá passando pano pra algo que não existe, nosso clube errou, pagamos indenizações e pensões antes do julgamento, de livre espontânea vontade, já o Vasco até agora finge que nada aconteceu, culpa da família."
Santos,Brazilian Soccer Hub,@brazilsoccerhub,8 min,"OLHA O ELENCO Q TEM A SELEÇÃO E OLHA O DO SANTOS, ANIMAL"
Palmeiras,hiroki | momo & jeongyeon lover,@Hiroki1__,8 min,e tem que tá no Palmeiras tbm
Santos,Iranildo,@Flamenq0,8 min,"Neymar virou mais marketing do que futebol — vive de hype enquanto o time paga a conta. E ainda tem Enzo defendendo como se fosse 2015. A realidade? Do jeito que tá, puxa o Santos pro rebaixamento… se nem contra o Novorizontino consegue decidir, vai decidir contra quem?"
Vasco,Recanto Poético,@PoeticoRec56491,8 min,Vai fazee diferença como fez com o Vasco ano passado tomando de 6
Internacional,Sputnik Brasil,@sputnik_brasil,8 min," Após 35 anos desde a sua criação, porém, o bloco encara um cenário internacional fragmentado entre grandes potências, instabilidades pelo mundo e maior competitividade por segurança econômica e de soberania.

 O internacionalista Caio Junqueira lembra que a criação do bloco"
