Time,Nome,Usuario,Tempo,Texto
Flamengo,Eduᶜʳᶠ,@EduCRFlamengo,5m,"Apresento o novo lateral ambidestro Rorela, do Flamengo."
Palmeiras,Rafael Sabino ℗,@rafaelsabino777,5m,Daqui a pouco têm Palmeiras na libertadores Sub-20
Flamengo,taisa,@Taisasouveira,5m,O Flamengo ta brincando
Santos,Muca,@amazonidacego,5m,O Santos contratou esse cara
Fluminense,†,@Sr_Furtado,5m,"Fábio, o alérgico a títulos internacionais? Quantos ele conquistou no Cruzeiro? Teve de ir para o Fluminense para ganhar uma Libertadores. Ceni é infinitamente superior a ele em qualquer fundamento."
Flamengo,Luiz Filipe Carneiro,@luizfilipecm,5m,"Não tô achando o jogo do Flamengo no app do Prime. E eu assino o Première por lá. 

Só o do Flamengo eu não tô encontrando."
Cruzeiro,bia 3/45,@b1asantos_,5m,"E não falei mentira nenhuma kkkk pessoal tá vivendo em Nárnia lá, se criticar você não é torcedor do Cruzeiro"
São Paulo,Portal Pietro Cogui,@PCogui,5m,"19h37 em São Paulo 

#SP2 18.72
Soma dos streamings 16.32
#CidadeAlerta 7.26
#JornalDaBand 3.51
Soma dos canais pagos 3.42
#SBTBrasil 2.30
#Antimatéria 0.49"
Fluminense,Roberto Alencar,@Roberto23976511,5m,"Sim, unanimidade no Chelsea, Premier League, só um pouco acima do nivel de Campeonato Portugues, conhece? Foi no Fluminense, na Copa do Mundo de Clubes, Seleçao idem, nada mudou, Danilo é unanimidade onde de zagueiro ou lateral? Nao existe qualquer comparaçao..."
Flamengo,lexia,@_alexias,5m,FLAMENGO VAI LEVAR GOL DO REMO
São Paulo,flor de maracujá,@nacordecanela,5m,"pra mim que defende e elogia são paulo tem algum desvio de caráter, não e possível"
Flamengo,Bigode,@Bigode1895,5m,Flamengo veio pra resenha
Flamengo,ysaᶜʳᶠ,@thislovsw,5m,flamengo jogando pouco e ruim
Corinthians,𝘣𝘳𝘰𝘯𝘹,@victorrootgtr,5m,É de se admirar o que a torcida do Corinthians fez!!!
Fluminense,Fluminense ate morrer,@CezarImitando,5m,Sou torcedor do Fluminense mas a real é que a partir dos anos 90 o Fluminense é uma piranha pro Vasco
Botafogo,pedro,@chapeicrf,7m,"?
jogaram juntos contra o cruzeiro 
contra o botafogo era sintético 
e agora o Paquetá tá sendo poupado
que lógica é essa KKKKKKKK"
Flamengo,brendinha #Yilser,@brendamarcelabm,7m,Meu coração tá dividido hoje entre Remo e Flamengo 
Flamengo,Dhiego Ferreira,@dhiferreira16,7m,"Muito lento o Ortiz e o meio-campo do Flamengo. Já tem que mudar o time, é jogo pro Paquetá."
Corinthians,@_psadelo,·,,"assim né, dando as devidas proporções até que sim

agora comparação fria não, o efeito estrutural que o ronaldo causou no Corinthians foi muito forte, o Memphis até tenta kkkk mas a corrupção fala mais alto"
Fluminense,Pedro Vasco,@pedroscooby_1,7m,Tem mais torcedores do remo hoje que torcedores do fluminense ontem
Santos,Edson Panegassi,@eipanegassi,7m,"Beleza ele é ultrapassado , o vojvoda é uma excelente pessoa , mas o santos é um catado . Thaciano entrando em todos os jogos verissimo no banco por duas partidas para colocar o ze ivaldo  de titular , para mim isso é motivo de justa causa , se vc faz isso no seu trabalho….."
Flamengo,André Dias Moreira,@DedezinhoDias,7m,"Os dois lances de maior perigo da partida foram do Remo, em contra ataques

Acorda 
@Flamengo"
Corinthians,#VAiSCCP,@VAiSCCP,7m,"#VAiSCCP l 
@TNTSportsBr
 l 
AO VIVO: CHAPECOENSE X CORINTHIANS (PRÉ-JOGO + NARRAÇÃO AO VIVO) | BRASILEIRÃO 2026"
São Paulo,Palmeiras da Razão,@PRazao32426,7m,O são paulo é uma puta.
Palmeiras,stevan palmeiras,@stevan77_,7m,"ano passado o palmeiras sem zagueiro, lateral e volante, e mesmo assim foi vice do brasileirao nas rodadas finais, e perdeu a final da liberta num lance de bola parada, e pq o juizao nao quis expulsar o pulgar no primeiro tempo, time que tem camisa sempre disputa"
São Paulo,Igor Gadelha,@igorgadelham,8m,"Operação da PF para transferir Vorcaro durou uma hora e envolveu helicóptero de elite da corporação.

Mendonça deu a decisão à tarde e, na sequência, viajou para São Paulo, onde tem residência fixa. 

Bastidores na coluna, no 
@Metropoles
."
Santos,.,@marcelinhonj,8m,"se vc olhar o insta e o face do santos é só nego defendendo o cara. 

aqui no tt mesmo, tem até página do santos defendendo o indefensável irmão."
Vasco,FFC - Fracassado Football Club,@zuzufracassado,8m,"zubeldia perdeu 3 jogos pro vasco e se caga em TODOS os jogos importantes. passou da semi do carioca com menos mérito que o fábio no segundo jogo

mas vai fazer uma campanha de g6, ser eliminado de tudo e no final vai ter gente defendendo o fracassado ainda"
Flamengo,Bruninha Teles,@bruninhad7,8m,"Eu estou assistindo: FLAMENGO X REMO ,pelo campeonato brasileiro."
São Paulo,hawk ꩜,@tajmahawk,8m,ainda bem que não nasci em São Paulo puta que pariu
Corinthians,Vhitor $SCCPimentel,@VhitorSelicani,8m,"ISSO É UM FATO !
A LIBRA IMPLODIU DEPOIS QUE O CORINTHIANS SAIU !
@CBF_Futebol
 ACEITE QUE A 
@forte_uniao
 É A LIGA SOBERANA !
CORINTHIANS NUNCA VAI ACEITAR SAIR DA MAIOR LIGA PARA FECHAR UMA LIGA ÚNICA COM VOCÊS NO COMANDO !"
São Paulo,julia,@wonderinbutera,8m,como que pode uma cidade ser tão horrorosa como são paulo pqp jamais tera o cunt do rio
Flamengo,Rosselismo,@Rosselismo,8m,Flamengo.
Flamengo,jurídico choke furadora de poços,@m4ngueh,8m,Oxente e é hj q o Flamengo come o cu do remo é?
Cruzeiro,?,@wsx2367,8m,"Hoje Sinisterra no Cruzeiro, mas acho que agora é tarde demais, ja deve ta voltando pro antigo clube ..."
Santos,Onça Prime,@OncaPrime38747,8m," Renan Santos falou sobre o Bolsa Família:

“Quem pode trabalhar, vai trabalhar.”

Assista 

 Concorda ou discorda?

#renansantos #bolsafamilia"
Flamengo,gabi 𐙚,@gabrieLLasntsg,8m,o flamengo ta na maldade
Flamengo,@kookmies,·,,torcendo pro flamengo dar uma pisa nesse remo nunca será o paysandu sport clube
Corinthians,Felipe Gotz ˢᶜᶜᵖ,@FehGotz,8m,Nunca é tarde de mais pra reconhecer a sua própria burrice e mau-caratismo kkkkkkk. Tem que saber qual é o motivo da mudança repentina pq essas ratazanas nunca fizeram nada de bom pelo Corinthians
Flamengo,Isley,@Isleycrf,8m,Sinto informar que o flamengo veio para a resenha
Flamengo,Cindia,@GomesCindiia,8m,Flamengo n me estressa hj pfv
Botafogo,loco turco☆彡,@elloco131313,8m,Eu amo amar o Botafogo kkk
Vasco,@mo_mogolic0,·,,"River
Vasco da gama
Macará
Carabobo"
Santos,Faby! AMI OLYMPIC MEDALIST,@seydouxswife,8m,Calma trinity santos hj eu to na sua costa pra defesa
Fluminense,"torcedor do time de puta,viado e ladrão",@izaquecpaes21,8m,"Pedro, esse cara no fluminense tinha potencial pra ser uma aberração de atacante"
Botafogo,Leonardo Bessa,@Bessa_Leo,8m,"Veja fala de Correa, do Botafogo, que gerou discussão com Marlon Freitas: 'Pior capitão' | 
@lancenet"
Corinthians,Itatiaia Esporte,@itatiaiaesporte,8m,"Diretor responde se o Corinthians pode contratar Arthur Cabral

Clique aqui e saiba mais "
Corinthians,Snow |,@snowsccp,8m,reforço pro corinthians
Santos,Daniel NatanYahu,@DanielNatanYahu,8m,"Opa, bom dia capitão Felipe Santos, agora que começamos a calar as mulheres, quando está liberado bater ? Aguardando a ordem capitão "
Santos,Ana Canhedo,@anacanhedo,8m,Santos vai participar de uma Sul-Americana com outros nove campeões de Libertadores
Flamengo,Renato M. Prado,@RMPoficial,8m,Flamengo com dificuldade de superar a retranca do Remo e exposto aos contra-ataques.
Flamengo,Raki SSPORTS,@RakiSsport45488,8m,"FLAMENGO X REMO  Ao Vivo Hoje Jogo Completo 2026 HD
GRÊMIO x VITÓRIA Ao Vivo Hoje Jogo Completo 2026 HD
TVLink 
shorter.me/XB_lk

s"
São Paulo,Kai ⚢ ⋆｡°✩ ₁ ₆ ₄ ₄,@aliencornyu,8m,odeio gente que não reconhece que são paulo é a NY brasileira
Flamengo,Ttew é Tetra,@VulgoVogas10,8m,"vtnc, Flamengo tinha que entupir esse time ruim do remo logo"
Cruzeiro,Heli Eustaquio dos S,@EustaquioHeli,8m,"Arthur  Jorge tem que pedir uns 5 jogadores  , Cruzeiro  não  passa da primeira fase"
Flamengo,Greed,@GreedYZI,8m,cara torcida do flamengo é uma desgraça tao puxando DUAS musicas diferente ao mesmo tempo pqp a dificuldade de cantar no mesmo ritmo e assustadora
Grêmio,Marrana Nunes,@marrananunes03,8m,Quando eu vou ter um amor pra me presentear com uma camiseta do grêmio 
Fluminense,Magic Narváez,@MagicNarvaez,8m,"Fluminense
Bolivar
Junior
Barcelona"
Flamengo,minasi,@spidersonny,8m,ta a cara do flamengo tomar gol do alef manga
Internacional,Celeiro de Ases,@Celeiro_Ases,8m,"Formado no Internacional, o goleiro construiu sua história desde a base até se tornar um dos melhores do mundo na posição. Defendendo a Seleção Brasileira, o ídolo colorado vive a expectativa de disputar sua terceira Copa do Mundo em busca do hexa.

Do Celeiro para o mundo."
Atlético Mineiro,app Ranking do Futebol ᶜᵃᵐ ᴳᴬᴸᴼ,@danielgalim,8m,"A SAF, ops SAFadeza, do Clube Atlético Mineiro não quis fazer recuperação judicial porque os bancos dos donos são os principais credores, tem como recorrer para cancelar?"
Flamengo,Simone Soares,@simoneebelinha,8m,Eu sabia que esse time do Remo daria trabalho ao Flamengo. Os caras vão jogar a vida. #FLAxREM
Internacional,xivdd,@bcldani,8m,Agora gosta do pinto da costa vai se la entender os sportinguista esta enorme potencia internacional 
Santos,Pedro Bonavita,@bonavitapedro,8m,e no proprio santos tem o gabigol que bate melhor
Botafogo,PALESTRA 1914.,@FranciscoA46280,8m,"O Palmeiras jogou bem contra o Botafogo, fez os 2 gols e se sentou no placar. 
Correu o risco de levar o gol do empate, teve bola nos pés pra fazer vários gols mais não fez."
Flamengo,Vitória.,@costtellaziione,8m,Que pressão é essa que o Flamengo tá tomando PRO REMO?
Flamengo,jonil de souza,@de_jonil,8m,Lateral com Erick Pulgar e começa tudo atrás novamente flamengo agora tocando e querendo achar vespsço Jorginho Kayky chuta pra frente 
Corinthians,barbarah,@futselemixer,9m,spurs e Corinthians são primos
Flamengo,Fim de Jogo/Veiga de Almeida,@fimdejogoaguva,9m,"Termina no Maracanãzinho!

Vitória do Flamengo de virada encima do Pinheiros 

FLA 80x75 PIN
@fimdejogo
 
#nbb"
Santos,A BOLA,@abolapt,9m,"«Cristiano Ronaldo? Lionel Messi? Neymar é maior que toda a gente!»

Leia aqui: 
brnw.ch/21x0Td7

#futebol #internacional #cristianoronaldo #neymar #messi #santos #brasil"
Flamengo,lavoras,@lavorasvei,9m,Flamengo doidin pra tomar um gol desses bagres do ataque do Remo
Fluminense,Coelho,@Silva_coelh00,9m,Dos mesmo criadores do campeão da terceira rodada. Vem aí campeão do ganhei do Fluminense.
Flamengo,Pr Alexandre Oliveira ,@PrAlexandreOli3,9m,"Estava acompanhando o basquete  rubro negro. Jogão, muito equilibrado. Final de jogo Flamengo 77 x 73 Pinheiros. Partiu ver Mengão no futebol. Grande virada. #VamosFlamengo #NBB"
Flamengo,Dantas,@flamenguistacwb,9m,"Muito bom ouvir a torcida cantando a todos pulmões 
#Flamengo #FLAxREM"
Cruzeiro,só falo do CEC,@mmg4991,9m,"Esse elenco do Cruzeiro tá cheio de acomodado. Só Pereira, Romero, Villalba, Kaiki, KJ e Cássio chamam a responsabilidade para si durante o jogo. O resto é acomodado dentro de campo."
Santos,TioSandman,@TioSandmanLTD,9m,"Maluco roubou a gente contra o Santos, imagina contra o filho da arbitragem."
Grêmio,Cíntia MP,@CMP081,9m,"Bah, que excesso de dourado no novo uniforme do Grêmio.

Desnecessário."
Flamengo,Garrafão Rubro-Negro,@GarrafaoRN,9m,"Lá ele - Com Negrete decisivo no último quarto, Flamengo tem grande vitória contra o Pinheiros 

Gui Deodato e Shaq Jonhson fizeram ótima partida nesta noite 

Encerrado 

Flamengo 80 x 75 Pinheiros 

 Juliana Nascimento/Flamengo"
Flamengo,Pique cachaceiro,@p_cachaceiro_,9m,"Vai dar dó desse Remo ai.
Flamengo vai meter mais de 5"
Flamengo,carol,@malikwhxre,9m,"printem o que eu to falando
o flamengo vai perder pro remo"
Botafogo,Emanuel Weinstein,@eman9I2,9m,"palestino
macara
Botafogo"
São Paulo,jpbmmeMG2,@PbGfernamg,9m,"Muito ruim ,a aguia de ouro que mancha a imagem do carnaval de são paulo"
Flamengo,Aneᶜʳᶠ,@annettwitta,9m,flamengo vai resenhar hoje pqp
Flamengo,west,@jaurealt,9m,é a cara do flamengo levar gol do alef manga
Corinthians,Meu Timão,@MeuTimao,9m,"Sorteio da fase de grupos da Libertadores 2026 iniciando, hein?!

Já deixou seu palpite para os adversários do Corinthians? "
Vasco,Felipe Pinheiro,@Felipe_P76,9m,"Nem parece o mesmo time que FEZ 3 gols depois....

Como o Vasco conseguiu sofrer tanto lara vencer o limitado e envelhecido série C?"
Vasco,VKSɿꞁᴎoꙅᴎi|moƚ,@Z0nasz4,9m,Somente ele do Vasco?
Flamengo,ana #1 yuwu stan,@i6gumang,9m,"flamengo começou daquele jeito: dormindo, e nesses contra ataques pode acabar tomando #FLAxREM"
São Paulo,Aline Ferraz,@Fe6658650Aline,9m,"São Paulo 

FINAL DE XEQUE MATE"
Santos,Malakovits,@alvitos13,9m,Saiu o Junior Santos uai.
Cruzeiro,Caio Warriors,@caio_warriors,9m,"Já to vendo a brincadeira

Boca
Cruzeiro
Always ready
O melhor time do pote 4 que ninguém sabe ainda que é o melhor time do pote 4"
São Paulo,gabineu na monster pit,@gabrielsva,9m,Cheguei São Paulo
Flamengo,Fim de Jogo/Veiga de Almeida,@fimdejogoaguva,9m,"Flamengo chega com perigo e a zaga corta, no contra ataque o Remo também chega com perigo. Começo agitado no Maracanã.
9 min - Flamengo 0x0 Remo
@fimdejogo"
Flamengo,Eduᶜʳᶠ,@Edu83079787,9m,Flamengo tá bem perdido nesse início
Flamengo,Érika,@Erika_LaviniaC,9m,E mais uma finalização do remo enquanto os atacantes do Flamengo ficam de firula antes de chutar
Botafogo,João Pedro Fragoso,@jotapfragoso,9m,"'Pior capitão': saiba a fala de argentino do Botafogo que irritou Marlon Freitas, do Palmeiras

Confusão escancarou insatisfação do elenco alvinegro com postura e declarações do atual volante do alviverde
oglobo.globo.com/esportes/futeb
…"
Grêmio,Torcedor comum,@Sch_daniel,9m,E tinha quem queria trazer esse Caíque para o Grêmio...
Flamengo,Getúlio Cezar,@getulio_cezar,9m,"Se deixar o alef manga com o baleia ortiz fudeu hein.
#Flamengo"
São Paulo,Junior Santos.,@JuniorS29147723,9m,"O Estado de São Paulo registrou em 2025 a menor taxa de homicídios de sua história e do Brasil, com média de 5,53 mortes por 100 mil habitantes entre nov/2024 e out/2025. Este índice histórico representa uma queda drástica em relação às décadas anteriores"
São Paulo,José Geraldo Zichia Junior,@zichia_jose,9m,Você também foi oportunista dando uma resposta para o dirigente do São Paulo.
São Paulo,Matheus™,@omatheuzera,9m,São Paulo e Cienciano já caíram no mesmo grupo em alguma libertadores
Santos,Pedro,@pedroresendecam,9m,"2026 já tem candidato, Renan Santos vamos com tudo"
Flamengo,@pmerj,@PMERJ,9m,"O #BAC atua em apoio ao #BEPE durante o duelo entre Flamengo e Remo, no Maracanã, pelo Campeonato Brasileiro, para garantir a segurança dos torcedores.

#ServireProteger"
Flamengo,André Dias Moreira,@DedezinhoDias,9m,"Kkkkkkkkkkkkkkk 

Impressionante como o Samu Lino só chuta em cima dos adversários 

Vamos 
@Flamengo"
Flamengo,THALI$.,@Thsm_,9m,"Existem coisas inexplicáveis que só acontecem no #Flamengo... como William Arão, Márcio Araújo e Luiz Araújo como titulares absolutos em suas passagens pelo maior do mundo.
Isso NUNCA vai entrar na minha cabeça, viu... pqp!
#FlaxREM #VamosFlamengo"
Corinthians,cint,@krsnshoyo,9m,estou 100 reais mais pobre e a culpa é do corinthians
Santos,Guxta,@eo_guxta_,9m,"Pô irm, qualquer pessoa com o mínimo de inteligência consegue saber q a última cobrança é a com mais pressão e é do craque, ""ai mais ele tinha q bater o primeiro"" blz, Copa do Brasil passada Santos caiu com ele abrindo a disputa e mesmo assim foi desclassificado pro poderoso CRB"
São Paulo,BRASILEIRÃO DA DEPRESSÃO,@br_dadepressao,9m,"Realmente a Leila Pereira não reclama de arbitragem, mas o treinador do seu time faz isso e usa isso como método para pressionar os árbitros. Tem uma semana que o Abel Ferreira tá falando do jogo contra o São Paulo no Brasileirão de 2025. Ontem mesmo ele chegou a insinuar que o"
São Paulo,les,@rphlsales,9m,SÃO PAULO FUTEBOL CLUBE
Flamengo,luaᶜʳᶠ,@piwoncrf,9m,meu deus o flamengo ta tomando pressão do remo
Cruzeiro,Cruzei'Roll,@CruzeiRoll,9m,"Honestamente? Não consigo culpar o Spindel, de verdade. Quem manda no futebol do Cruzeiro é o Pedro Junio e quem tem a grana é o Pedrinho. Pra mim a ordem e sinalização de elenco fechado não passa por ele, só acatou o que lhe passaram."
Palmeiras,Wanderley Carvalho,@Derley_SPFC_,9m,"Como podem ser tão ""imbecis"", as últimas vitórias do palmeiras foram com ajuda de arbitragem, sem ajuda vocês não são NADA!"
Palmeiras,ryanzoca,@ryang_spfc,9m,"parei de ler quando você falou que o são paulo foi beneficiado em uma e o palmeiras em quatro, você vive em um mundo paralelo."
Cruzeiro,Laender,@claralaender,9m,O tanto de time que deve estar torcendo pra pegar o Cruzeiro agora na Libertadores kkkkkk 
Flamengo,Isabella,@crftaev,9m,8 minutos e já pode acabar 2 finalizações do remo cadê a goleada que me prometeram do flamengo
Botafogo,el_kurco,@El_Kurko_pa,9m,"Caracas, Audax Italiano y Botafogo."
Corinthians,rogério paula silva trindade,@rogriopaulas,9m,"Essas duas taças aqui eu tenho no meu quarto  se vc não sabe eles vendem no site na internet, vc,
@leilapereiralp
,  torcida do 
@Palmeiras
 jamais vai ter time gigante não ganha apenas a América caro colega,time gigante ganha o mundo inteiro e o meu 
@Corinthians
 me deu essa honra"
São Paulo,TITO ☆,@LittleAngelBoy2,9m,"@WarnerMusicBR
 só é para participantes de São Paulo??"
Flamengo,X,@jumper2244,9m,E isso justifica ele ser burro e hipócrita? Você é um das pessoas que corroboram para que o flamengo tenha a fama de ser a torcida com o menor QI
São Paulo,Hellena,@hellamnnd,9m,Tem um ótimo em São Paulo agora
Cruzeiro,FLA MNZS,@leandro_mnzs01,10m,Cruzeiro do Leonardo jardim sofreu contra esses times que joga retrancado
Santos,Duardokk,@Duardo_k0,10m,"quero em adm, santos ferrou legal ontem"
Flamengo,L∆URA ASHCROFT ⚢,@lauraa_campbell,10m,Flamengo quando o jogo é contra o Brasil de 1970// Flamengo quando o jogo é contra a chapecoense de 2020
Fluminense,Pedro Henrique,@TrottaPedro,10m,"Eu digo que a torcida do fluminense beira a mediocridade, pega de exemplo o que a torcida do vasco fez ontem e aprende"
Vasco,Lidi VIU O DEUKAE E O UAU,@lidig4l,10m,"eu quando vi o spinelli no del valle contra o vasco: loirinho desgraçado.

eu agora: TE AMO HE-MAN DA COLINAAAAA"
Flamengo,Plataforma nova,@MomentsMeM,10m,"Bônus no cadastro 
Saque mínimo 5 
Depósito mínimo 5
100% seguro 
LINK: 
c001game.com/?pid=7330101

Gilmar Mendes
Neymar
Cafu
#iFoodNoBBB26 #PROTECT_OUR_SEVEN
#LET_ENHYPEN_CREATE
Usher
Flamengo
Remo
Grêmio 
Vitória 
Carlos Vinicius 
#bbb26
Milena
Jonas
Jordana"
Flamengo,isa,@genetirney,10m,flamengo ja perdeu umas boas chances 
Flamengo,gabs,@lsfmsgab,10m,"eu como flamenguista e bicolor vou comemorar TANTO se o flamengo ganhar esse jogo, e vai ganhar."
Cruzeiro,Pck Crz,@cruzeiropackers,10m,Parece o Cruzeiro do Tite atacando
Flamengo,Gustavo Henrique Dando Choque,@ghdandochoque,10m,"1TP | 08' - 
UUUUUUHHHH!!!
Arrascaeta acha Emerson Royal que cruza para Lino, o camisa 16 domina e chuta, a bola explode na zaga.

 FLA 0X0 REM

#FLAXREM #VamosFlamengo"
Cruzeiro,agatha¹⁶³³,@lecstappn,10m,a subtrama do cruzeiro esporte clube:
Flamengo,Bruno Lima,@BrunoFlamengoRJ,10m,"Deu Flabasquete em cima do Pinheiros. Passamos o jogo quase todo atrás,  mas Flamengo mostrou que é Flamengo!!!!!! "
Internacional,dinossauros na revolução francesa,@darkgalena,10m,e não faz falta nenhuma que continue longe tentando carreira internacional kk
Flamengo,𝚖𝟺𝚝𝚢ᶜʳᶠ,@matheusucrf,10m,flamengo tem uma mania miserável de complicar todos os jogos possíveis
Cruzeiro,Igor DG,@IgorDiasGomes1,10m,"Rsrsrsrsrs
Os caras esperam chegar ao FIM da janela, para ter o ""entendimento"" que o lanterna do campeonato brasileiro, com ZERO vitórias em sete jogos, precisa de reforços, coisa que a torcida já viu há dois meses??

Tá faltando é dar um sacode nessa diretoria do 
@Cruzeiro
..."
Flamengo,só funciono no frio da silva,@thiagoviniciusi,10m,"8 minutos de jogo e não fizemos gol no Remo

espero que estejam satisfeitos com o Flamengo de Leonardo Jardim"
Flamengo,Marcelo Campos,@mccampos1969,10m,"A arbitragem fez de tudo para o 
@TimeFlamengo
 perder, mas o Mengão é raça, suor e paixão!

80x75

Vai se fuder, Gustavinho!

Meeeennnngooooo "
Internacional,César,@imccesar,10m,"Não existe noticia nenhuma na grande mídia internacional da Morte dele, mas o Twitter como sempre levantando teorias e mais teorias. Uma vez vi gente dizendo que Biden era um clone, rainha Elizabeth era um alien, Musk era um alien, M. Jackson ta vivo  pqp só tem maluco aqui"
São Paulo,Līlā ॐ,@oitinerio,10m,"A Visão de São Paulo mostra nos uma ponte ""estreita como um fio de cabelo"", que liga nosso mundo ao Paraíso. A mesma imagem se encontra entre os escritores e os místicos árabes: a ponte é ""mais estreita do que um fio de cabelo"" e liga a Terra às esferas astrais e ao Paraíso. Tal"
Cruzeiro,Marcelo Melo,@MarceloMeloCec,10m,Era pra ser um dia especial pra gente com o sorteio da Libertadores mas o clube ter wur abrir mao dessa copa por causa do amadorismo do Cruzeiro e ter que focar em nao cair pra serie B deixou todos desanimados. Muitos nem sabem que o sorteio é hoje.
Botafogo,Juanfer y 10 mas,@18Achikon,10m,"Grupo C 
River 
Palestino 
City Torque 
Botafogo"
Vasco,NJ,@nunnojerez,10m,"segundo o Amodeo, é por “questões estratégicas”, aparentemente o Vasco só não quer jogar lá kkkkkk

inclusive, os jogos não são cumulativos por ano, ou seja, perdemos direito aos 4 jogos do ano passado (3 se considerar a final com o Corinthians)"
Grêmio,Grêmio FBPA,@Gremio,10m,"Recomeça o jogo. Vamos, Grêmio!
#Grêmio 1x0 Vitória
 #GRExVIT #Brasileirão2026"
Vasco,Masillo,@Masilloo,10m,"River
Vasco
Independiente 
Botafogo"
Fluminense,Fechineᶠᶠᶜ,@AndrLuizFilho2,10m,"Fluminense, Universitário, Junior e Sporting"
Fluminense,Alexandre N.,@Lex_N,10m,E ainda há uma outra questão que acho importante em relação a jogos entre Fluminense e Vasco: O fato da justiça do RJ ter lavado as mãos no caso do Scudi. Muita gente fica com a preocupação de ser a próxima vítima e não ter a quem recorrer caso ocorra algo.
Grêmio,Bilizin,@OCarlosVinicius,10m,Se a camisa do Grêmio fosse tricolor até as mangas ia ser perfeita
Vasco,lua ☪︎⏾ Loquinha,@luasemna,10m,"amg n assisto nãooo, mas meu pai é Vasco kkkkkkkkkkk"
Flamengo,Thiago Cosenza,@thcosenza,10m,"o ARROMBADO desse falso9, na FlamengoTV, cornetando o Pedro. que porra é essa?????"
Flamengo,Arrascapeta,@_arrascapeta,11m,"Por que a gente não substitui esse grito de “Mengo ô ô ô” pelo “Meeeeeeengo?

Acho muito mais empolgante.

#Flamengo"
Corinthians,FORA MARCELO TEIXEIRA,@Rtsantos13,11m,"Infelizmente aqui não é o Corinthians. Não tem pressão e as mulheres são desrespeitadas. Minha solidariedade a todas as sereias da vila. Lamento que tenham que passar por isso e a todas torcedoras mulheres. 
#FORACUCA
#ForaMarcelinhoTeixeira"
Flamengo,𝕲𝖗𝖆𝖟𝖎²⁸ zarry's all the time,@grztommo,11m,"flamengo não mes faz vergonha, pelo amorrrr"
Flamengo,Tati Costa,@phtati,11m,"Ou eu compro uma camisa nova do flamengo ou uma air fray nova,kkkkkkk ô vida de pobre"
Botafogo,Machu!,@Machu_carp,11m,Cantado que nos toca Botafogo no ?.
Fluminense,Rodᶠᶠᶜ,@RodRichardLucas,11m,Perdemos pra isso mds o que o Fluminense faz com sua torcida pqp
Flamengo,Matheus Leal,@matheusleal1,11m,"Jorge Carrascal, do Flamengo, foi convocado pela seleção colombiana para a próxima data-Fifa."
São Paulo,𝑐𝑙𝑎𝑟𝑖𝑛ℎ𝑎,@ruivamimada,11m,pqp paulista eh muito chato vamo povoar sp cheio de caipira ai qui ódio q eu tenho desse povo insuportável vocês tem pressa do QUE vcs criam regra de VOCES E ESPERA WUE TODO MUNDO SAIBA OOOOO MUNDINHO DO DIABO SÓ TEM DEMONÍACO EM SÃO PAULO EU ODEIO SÃO PAULO
Corinthians,Mathias brasil,@Mathiasbr99,11m,"Chapecoense já está na Arena Condá 
Tudo pronto para o confronto contra o Corinthians. A bola vai rolar! 

#Chapecoense #Corinthians #Brasileirão #ArenaCondá"
Cruzeiro,Leito Iarley,@GonzalezLeo06,11m,"Boca
Cruzeiro
Universidad Católica
Sporting Cristal"
Vasco,Marcel Bertolin Paixão,@mbertolin1,11m,Nós torcemos meu amigo! Título é detalhe! Nós somos Vasco da Gama e apenas isso é que nos importa. Seu fodido
Corinthians,PODCAST “FALANDO DE VASCO”,@ClaudioMar2614,11m,Kkkkk. Isso foi pq vc colocou o vídeo dele com a camisa do Corinthians? Só nesse país mesmo… 
Flamengo,𝚖𝟺𝚝𝚢ᶜʳᶠ,@matheusucrf,11m,"flamengo e a sua mania de complicar jogos que poderiam ser ""fáceis."""
Internacional,Leo Ferreira ◤✠◢¹⁸⁹⁸,@LeonardoFeer,11m,"São 3 situações diferentes.

1 Sul-americana-> Título inédito, Vaga Libertadores e Recopa, maior visibilidade internacional 

2 Copa do Brasil-> Vaga Libertadores, 15 anos s/ganhar, maior premiação 

3 Brasileirão-> Vaga Libertadores, 26 anos s/ganhar, maior importância nacional"
Flamengo,Sophia jota.𓅐,@Soso1148337,11m,FLAMENGO
Flamengo,Leandro Boudakian,@LeBoudakian,11m,"Palmeiras na semi da Liberta Sub20, só colar no 
@CanalGOATBR
 pra assistir ao vivo, de graça e com imagens!

Benedetti fora é a grande novidade. Vale vaga na final pra enfrentar o Flamengo no Domingo"
Grêmio,Henrique Lima,@Henrique26Lima,11m,"Oh timizinho fraco esse do grêmio, pqp!"
Palmeiras,Arthur MV ABC ☭,@Arthurg18702760,11m,"Não, pq bater em criança antifascista é coisa de nazitrikas, aqui no Palmeiras a gente apoia o mlk fazer isso."
Atlético Mineiro,Leozin sfc,@0Leozinho77,11m,??? Eu falei no outro comentário que ele não treinou mas nenhum clube grande é o Atlético Mineiro não é grande mesmo
São Paulo,guiˢᵖᶠᶜ,@guibobert,11m,"São Paulo
Millonarios
Montevideo City Torque
Deportivo Riestra

vc viu primeiro aqui."
Flamengo,Remo Insider,@RemoInsider,11m,"Vitor Bueno teve a primeira chance real do jogo, mas acabou lançando a bola pra fora. Não dá pra perder um lance desse.

O Remo tá reativo nesse começo, como esperado, com o Flamengo trabalhando a bola, mas as transições tão interessantes"
