Time,Nome,Usuario,Tempo,Texto
Flamengo,jonil de souza,@de_jonil,48s,Vem flamengo e falta agora no Remo 
Flamengo,Aneᶜʳᶠ,@annettwitta,49s,sofrendo pressão do Remo kkkkkkk isso é Flamengo
Flamengo,carol tetra da américa,@soymievolucion,50s,vou ficar é calada viu flamengo
Flamengo,VBR,@ReblavGS,52s,"Que time vergonhoso, tá mais fácil do remo fazer um gol do que Flamengo"
Grêmio,Gustavo¹⁹⁰³,@1903_12__,52s,"Grêmio fez o gol e agora fica atrás esperando o vitória, tem que marcar alto."
Flamengo,lucas,@lucas_pontes9,52s,"Marcação do Flamengo até agora não encaixou. 

O Remo chegar várias vezes na aérea do Flamengo com 13 minutos é inadmissível.

Vamos acordar aí."
Flamengo,Charla Podcast,@CharlaPodcast,52s,"TEM MUITO TORCEDOR DO MENGÃO NA BAHIA?

Júnior Baiano comentou sobre os baianos que torcem para o Flamengo e também os que são contra. Confere aí!

#SportingbetNoCharla"
Fluminense,Fluminense ate morrer,@CezarImitando,53s,Tu é um desserviço pro Fluminense
Flamengo,Luiz Filipe Carneiro,@luizfilipecm,53s,O jogo do Flamengo na tá identificado no Prime. Mas é esse.
Flamengo,Simone Soares,@simoneebelinha,53s,O Flamengo está perdido. Acorda!! #FLAxREM
Flamengo,Arouca,@Luiz_Arouca2,53s,Vamos acordar Flamengo!!
Corinthians,rogério paula silva trindade,@rogriopaulas,54s,"Vc conhece a história do 
@Palmeiras
? se vc não sabe procura estudar o apelido de porco foi herdado a vcs pq vcs tiraram sarro da morte de 2 ex jogadores do 
@Corinthians
 e ainda queria que mesmo na tragédia o campeonato continuasse nem luto e dor da família respeitou,vcs é piada"
Palmeiras,Mendigo (16/45),@mendigo_do_x,59s,"Antes isso do que NADA, mas fica muito ridículo essa ""auto-entrevista"" em que o próprio assessor do Palmeiras faz perguntas pra ele falar, era muito mais fácil e ficaria mais íntegro se fosse ele dando a declaração do que ele queria falar. Amadorismo dele é gritante."
Flamengo,ste,@hiansolo,1m,o flamengo doido pra tomar um gol
Flamengo,André Dias Moreira,@DedezinhoDias,1m,"O 
@Flamengo
 passando por maus bocados.

Os lances mais perigosos foram do Remo

Acorda Mengão"
Fluminense,N,@ncfernandess,1m,colocou mais que o fluminense
Botafogo,ValenBa,@valeennbarrios,1m,millonario blooming botafogo
Flamengo,Pedro Rodrigues,@prr2008,1m,"Vitória do Flamengo sobre o líder Pinheiros, 80 a 75

Bom jogo do Rubro-Negro que parece rejuvenescido depois da vitória da BCLA do último sábado.

Shaq Johnson(23 pontos) e Deodato(21 pontos) foram complementos para um decisivo Negrete(22)."
Botafogo,Bolavip Brasil,@BolavipBR,1m,"O treinador, demitido pelo Peixe nesta última quarta-feira (18), é um dos nomes monitorados por John Textor no Botafogo"
Flamengo,Dr. L,@DaviLuc4386458,1m,"A DEFESA DO FLAMENGO TA MUITO RESENHA HOJE KKKKKKKKK
PREVISIVEL.
#FLAxREM"
Cruzeiro,de Rosa,@GabridRosa,1m,"Paqueta deixou uma avenida na direita contra o Cruzeiro. 
Sem a bola no pé ele tá muito abaixo do que pode oferecer fisicamente."
Flamengo,fiapos⁵,@breadjeanies,1m,que vergonha esse flamengo deixando o remo jogar
Flamengo,Maycon,@maycondias1,1m,Flamengo sofrendo pra essa merda de Remo
Cruzeiro,Matheus Enderson,@MEnderson27,1m,0 ânimo pra esse sorteio da libertadores. O Tite conseguiu destruir o ano inteiro do Cruzeiro.
Palmeiras,Leo Rufus,@LeoRufusx,1m,Bora lá ver quem serão os eliminados pelo Palmeiras
Flamengo,larissa,@corneliacstreet,1m,o Flamengo tá pedindo pra levar um gol
Flamengo,samu : crf⁷,@sambyrk,1m,olha o flamengo flertando com o perigo
São Paulo,samuca maravilha,@maravilhasamuca,1m,Ontem rolou o evento de inauguração da Bershka no Brasil. Logo fui acometido por uma FOMO imensa pois a nata criativa de São Paulo estaria lá.
Flamengo,kau an,@chuupasseio5,1m,luiz araujo eh um lixo horrível inimigo do flamengo
Flamengo,leletetra,@leletrz,1m,o flamengo tomando apavoro do remo kkkkkkkkkkkk sério
Flamengo,marcelle,@hoseokflamengo,1m,bora flamengo
Cruzeiro,Alberto,@albeerto_l11,1m,"Nacional
 Cruzeiro
 Junior
 Sporting Cristal"
Flamengo,BBB_Disseᶜʳᶠ,@Ti_Dizer,1m,Flamengo n entrou em campo jogando contra esse time fraquissimo.....
Santos,Kami-Sama,@Ginko2745838651,1m,"Neymar no SANTOS jogou mais que todos esses citados, imagina no auge.
É só ver os jogos."
Corinthians,Spider Man,@spider_vrr,1m,Po plmds gente o cara é INGLÊS vcs não sabem o tanto q é burocrático pra arrumar o visto de um inglês pra trabalhar no Brasil com certeza essa demora não te nada a ver com a diretoria do Corinthians mas vcs não vão entender isso pq só querem causar e falar merda
Flamengo,Sissi,@jessideoyaa,1m,"Arrumei tudinho, agora vou fazer a janta antes da novela começar. Flamengo já me estressou "
Flamengo,Maria,@afterracing_,1m,Quase 14 minutos jogando contra o Remo e ainda na fizeram gol? Lamentável o Flamengo!
Flamengo,Miller,@Millersilva27,1m,Bora querer Flamengo
Flamengo,Marlon,@MarlonSantosAz,2m,O Flamengo tá pra resenha até aqui
Palmeiras,Tiago Rufo,@TiagoRufo,2m,Palmeiras vai tentar ganhar o Brasileirão 2026 no grito? Em março e os varas estão assim...
Flamengo,Andressa,@andressapaula98,2m,"Tô arrependida pq não fui pro Maracanã com meu tio, isso é uma vergonha 28 anos na cara e nunca fui no jogo do flamengo."
Flamengo,𝐉𝐨 ᶜʳᶠ,@Jojo_t24,2m,"Vai pra cima Flamengo 

#VamosFlamengo 
#Brasileirão2026 
#FLAxREM"
Palmeiras,dOm PeRiGoN,@BassiSep,2m,Jogando pelo Palmeiras vc queria q ele falasse oq? Para de ser inocente mano
Flamengo,FLAnático,@_flanatico,2m,Marcação do Flamengo tá péssima hoje
São Paulo,camila,@cvezinha,2m,"nasceu na capital silêncio
nasceu em qualquer lugar do país e mudou pra são paulo pode falar"
Flamengo,Jurídico do Erick Pulgarᶜʳᶠ ⁴ˣ,@fladudex,2m,flamengo tomando sufoco do remo kkkkkkk eu vou me matar
Flamengo,Raisa Simplicio,@simpraisa,2m,Flamengo com dificuldades e dando muito espaço ao Remo. Precisa ajustar defensivamente
Botafogo,Maria Júlia é TETRACAMPEÃ DA AMÉRICA,@majubraz3,2m,eu falei pra vcs que seria difícil kkkkkkk mas me mandaram torcer pro Botafogo sendo que eu só tava falando o que tava nas cartas
Cruzeiro,julia,@juliadoflamengo,2m,amassaram o cruzeiro pra tomar sufoco do remo
Flamengo,dayᶜʳᶠ É TETRA!!!!,@arraxcareizinho,2m,ACORDA FLAMENGO TIME FILHO DA PUTA
Flamengo,Gerd Dudenhoeffer,@Gerduden,2m,Não é possível que Flamengo vai dificultar esse jogo
Flamengo,@aIisoncrf,·,,Remo jogando melhor do que o Flamengo kkkkkkkkkkkkkkkkk
Flamengo,Pam,@crflimaa7,2m,Não vai ter um jogo do flamengo esse ano sem chuva no Maracanã? Kkk pqp
Flamengo,Magno Fernandes,@Cf27Magno,2m,"O 
@ClubeDoRemo
 tem um início de jogo compacto, tocando a bola e até criando tentativas ao gol, como foi há pouco com Vitor Bueno e também Manga. Mas o Flamengo é perigoso quando vai ao ataque. Jogo tá bom e segue: 0 x 0."
Flamengo,Iago,@IagoNigri,2m,Flamengo ta brincando com a verdade
Flamengo,Eduardo,@dudu_jnr,2m,• e o Flamengo tomando sufoco do remo?
São Paulo,stillunknown,@rrrejr,2m,"Esses fdps não pagaram UM real do aluguel de Interlagos pra prefeitura de São Paulo, mas ainda assim não investiram na porra de  Easyfloor ou em medidas pra evitar lama no festival! VSF Lollapalooza"
Santos,fds,@Suedeheadw,2m,"Inegável o impacto de Raiam Santos na sociedade brasileira, mestre sociólogo"
Flamengo,licyTRETACAMPEÃ,@Allicesilva12,2m,Flamengo tá de brincadeira vtnc porra
Santos,Xereca Xerequinha Xerecão,@ghuoguo5454,2m,lembro do pessoal venerando o silvio santos num video q ele falava q escondia a primeira esposa kkkkkk tipo olha como ele amadureceu
São Paulo,Pato Gutiérrez B.,@patricioguti,2m,"São Paulo. 
Cienciano
Macará 
Juventud"
Corinthians,bruna,@BJortini,2m,"A VOLTA DO PROTAGONISTA!
acabou a depressão, quero todos sorrindo e sendo feliz, bebeto voltou para salvar o corinthians.  #VaiCorinthians"
Flamengo,Maracanã,@maracana,2m,"Fim de jogo no Maracanãzinho!

Em um jogo recheado de emoções, o Flamengo vence o Pinheiros por 80 a 75 pelo 
@NBB
!

Vamos juntos, #OrgulhodaNação! "
Flamengo,TETRAFLANISTA,@Flamengo150691,2m,"Normal, pro Flamengo vai ser sempre muito difícil, ainda mais depois que o boca aberta do BAP foi falar que estava cagando dinheiro. Aí daqui a pouco do nada o um Criciúma da vida chega lá e compra ele por 2 biscoitos e um guaraná natural com 10 minutos de negociação."
Flamengo,Mateus,@teuterr0,2m,O Reno fazendo o Flamengo de puta
Internacional,ravi (⁠⇀⁠‸⁠↼⁠‶⁠),@vhsoogyu,2m,"gente caso alguem n saiba hj e o dia internacional do viado 
(sim eu to fazendo aniversario
(sim to fazendo 24 anos, a idade mais temida pelos homens cishet 
(me deem parabens"
Flamengo,Helio Menezes,@mnz1895,2m,Quero saber que hora esse time vagabundo do Flamengo entrará em campo. Estão jogando com uma preguiça do caralho e dando espaço pra esse time de várzea do remo.
Grêmio,Muty,@on_muty,2m,Quando eu ir pro T2 eu vou para todos jogos do Grêmio
Flamengo,Regina Oliveira,@ReginaOliv2116,2m,"Trikas são energúmenos, se uniram ao Flamengo pra manchar o campeonato  mas se fazem de burros ou o são mesmo"
Flamengo,gabigolo,@gabigolu,2m,Flamengo você esta me assustando
Flamengo,𝑳𝒖𝒄𝒄𝒂,@LuccaCrfx,2m,Remo aproveitando os erros do Flamengo e lançando bola nas costas da defesa em velocidade
Santos,Maithe,@maithe_sz,2m,"E o Tweet da minha prima que foi parar num perfil do Santos?
A coisa mais aleatória do dia é ver o pessoal revoltadinho com a vida alheia "
Flamengo,isa,@isawlk,2m,sim o flamengo vai tomar gol do alef manga.
Flamengo,babe beck,@ogbbygirl,2m,GANHA FLAMENGO GANHA PORRA
Vasco,Fabrício Coelho,@fabriciocoelho,2m,Nunca vi video em que ele escrotizasse à toa o Vasco.
Corinthians,Evelyn,@its_evell,2m,se o Corinthians e o remo perder hj eu me mato
Grêmio,Iago Ferreira,@arquiteto_iago,2m,Início do segundo tempo de Grêmio x Vitória. Percebi que no primeiro tempo a distância entre as equipes não é tão grande. É possível o Vitória empatar esse jogo.
Grêmio,caminha,@caminhaluiiz,2m,que uniforme lindo do Grêmio MEU DEUS
Flamengo,Lyh⁸¹ ¹⁹ ²² ²⁵,@lyviacsillvaa,2m,"flamengo é pra GANHAR hoje, acho q não ficou claro"
Flamengo,Gutiery luis,@estarossa77,2m,Espero que o clube de regatas do Flamengo não estrague minha noite hoje
São Paulo,camila,@cvezinha,2m,sinto que só tem direito de chamar caipira de caipira quem também é caipira e hoje em dia mora em são paulo do contrário silêncio
Vasco,O Paysandu me deu depressão,@matheuslamonte,2m,Sem argumentos? O Vasco ganhou o que ano passado?
Flamengo,Buddy Poke,@Sammuell_becker,2m,Remo tá batendo de frente com o Flamengo e meu medo era exatamente isso
Fluminense,Thomé ◤✠◢,@tuliothome,2m,"Sim amigo, só o Fluminense tem elenco no DM e com problema de reposição"
São Paulo,iG Esporte,@igesporte,2m,"Leila pede para diretor do São Paulo baixar a bola: ""Histérico"""
Palmeiras,Canal GOAT,@CanalGOATBR,2m,"VALE VAGA NA FINAL! AS CRIAS DA ACADEMIA EM CAMPO! 

O 
@Palmeiras
 entra no gramado pela semifinal da Libertadores Sub-20. O desafio é contra o Santiago Wanderers (URU) e a promessa é de um jogaço! "
Santos,O Rei da Camisa 10!,@OReiDaCamisa10,2m,"Neymar sobre a troca de técnico no Santos.

Os jogadores que precisam mudar de postura, se fizerem o que estão fazendo, nada irá mudar."
Vasco,Filho-Glauber,@Glauber89,2m,"Sempre protejo algum perna dos elencos do Vasco, e o Pumita é um deles. Não é uma primazia, nem pra ser titular. Mas quando entra bem assim sempre garante algo"
Grêmio,HIGOR,@Fute_RS,2m,"Vou assistir o sorteio, se sair gol em Grêmio X Vitória me gritem, tô com Juventude X Águia no rádio"
Flamengo,Daniel Aquino #ForaBAP,@Aquino_Daniel00,3m,As faltas criadas pelo árbitro no jogo Flamengo x remo é a comprovação de que árbitro brasileiro tenta equilibrar o jogo ao máximo.
Flamengo,wand,@passalittle,3m,"Eu juro que eu ouvi o narrador falando que está um jogo de um time só se referindo ao flamengo, não é o que estou vendo não  #flaxrem"
Botafogo,Lipe ˢᵖᶠᶜ,@LipePark_,3m,Tanto quanto a torcida do Botafogo.
Flamengo,borntobegauche,@borntobegauche,3m,"Sendo que o vencedor copeiro Renato Gaucho foi eliminado pelo Lanús, com um futebol absurdamente pobre.
Aliás, eu não lembro qual foi a última vez que o vencedor copeiro Renato Gaúcho não foi, de fato, vencedor. Porque desde o Flamengo tá perdendo decisão."
Flamengo,Double G,@M0RTASSO,3m,"Ano que vem a meta é ir em algum jogo de final do Flamengo no Maracanã, mas claro, se chegar em alguma final né rsrs."
Palmeiras,Enelcamarin.cl,@enelcamarin,3m,"Banca Palmeiras 

14. Luiz Fernando
12. Heitor Guerra
8. Ruan Yago
16. Guilherme Nogueira
7. Eduardo
11. Victor Gabriel
18. Antônio Marcos
20. Felipe Teresa

#LibertadoresSub20xEEC
miniurl.cl/op3gz3"
Grêmio,Gustavo FFC,@GustavoEF23,3m,Problema é que o Grêmio não está produzindo tanto pros centroavantes
Flamengo,Danielpf,@danielpf1977,3m,Ele é ruim com força! Um dos piores que já vi com a camisa do Flamengo!
Flamengo,rouças,@roucinhas,3m,flamengo em ritmo lento me irrita mt
Flamengo,Denes ᶜʳᶠ | TETRACAMPEÃO,@DenesCRF,3m,Flamengo ama toquinho pra trás e lento. Precisamos muito de jogadores rápidos e jovem
Flamengo,anna b.,@annaviable4,3m,ele é muito feliz no flamengo cara
Grêmio,rbtt,@rbettin_,3m,Mas em Grêmio x Vitória tá bem interessado né kkk
Corinthians,Aldo,@AldoHenrique89,3m,"o corinthians deveria jogar sempre com essa camisa, essa sim representa"
Flamengo,liv rozanov,@lovermahae,3m,sera q o flamengo perderia p eu ganhar 60 reais? kkkkkkkkkkk
Botafogo,Maria Júlia é TETRACAMPEÃ DA AMÉRICA,@majubraz3,3m,não me impressiona  falei aqui da dificuldade na tiragem e me mandaram torcer pro Botafogo kkkkkkkkk
Cruzeiro,†,@Sr_Furtado,3m,"O grande goleiro que só conquistava Mineiro, Brasileiro e Copa do Brasil. Kkkkkk. Rogério Ceni sozinho tem mais história do que o Cruzeiro."
Santos,TMC,@tmcnewsbr,3m,"Corpo de adolescente desaparecida é encontrado em Salvador; veja o que já se sabe

Polícia Civil investiga se o corpo encontrado na capital baiana é de Thamiris dos Santos Pereira, de 14 anos, desaparecida após sair da escola na Região Metropolitana de Salvador

 TRANSAMÉRICA"
Grêmio,someone#7,@7__someone__7,4m,"Por mais jogos do #Brasileirão2026 às 19h assistindo Grêmio x Vitória consegui fazer mais de 1h de esteira correndo e andando, passou voando o tempo, corri mais que o time."
Grêmio,Antedeguemon,@cioato_vicenzo,4m,"Ihhh paPAI e essa skin do grêmio cheia de AURA deixou na saudade upalelêeee 

*silêncio absoluto*"
Corinthians,C O R I N T H I A N,@thecorinthianbr,4m,Nada mais Corinthians na libertadores que isso kkkkkk
Fluminense,Bayern da Rocinha,@flatreteiro,4m,"E o 
@ClubeDoRemo
 que botou mais torcida que o Fluminense no Maracanã."
Corinthians,bruna,@BJortini,4m,"atenção 

VAI CORINTHIANS 
(o mais aguardado!!!"
Flamengo,yare yare,@_RuindadePura_,4m,Indo apostar no remo contra o flamengo pra ganhar 1 milhão na bet se um milagre acontecer
Fluminense,Máfia Informativa,@MafiosoDaBola,4m,Fluminense!
Flamengo,Matheus,@MathEng_CRF,4m,"Fisicamente, mais um início de jogo que Flamengo compete bem, ganha duelos, corre campo.

Parece que verdadeiramente saímos do nosso pior período físico nesse primeiro semestre.

Bom, muito bom.

Agora tem que jogar bola."
Flamengo,Bruno Cabral Tetracampeão,@Brunoclcabral,4m,"Mauro, mas o Flamengo não começou bem."
Flamengo,Rafael,@crvgcruz1898,4m,Torcida do Flamengo / Futt tem vergonha de você
Palmeiras,Fernando Pereira,@baratadeoculoss,4m,"@grok
 consegue nos dizer qual a velocidade atingida pelo jogador do Palmeiras camisa 30 chamado Lucas Evangelista nessa jogada."
Santos,Eldiablo171,@171Eldiablo,4m,"Um dos grandes problemas do Santos é justamente o Neymar 

Como ele disse aí , só os jogadores não mudarem a atitude de nada adianta . A começar por ele"
Flamengo,Paulo Freitas,@phfreitas1971,4m,"Parabéns ao empresário do Emerson Royal, vc é brabo 
@Flamengo"
São Paulo,Campeão de tudo,@jamerso71447765,4m,As vítimas que acham que o são Paulo está errado
Flamengo,ᶜʳᶠ ᶠᶜᵇ madu,@mariabciarla,4m,"Não é possível que o Flamengo tá tomando uns sustos do Remo 
PELO AMOR DE DEUS"
Flamengo,didi,@wtfhilds,4m,meu primo vai toma um pau p flamengo hj tadinnn
Flamengo,lucas cruz 13,@lucaxcmd,4m,contei 7 jogadores do banco de reservas do Flamengo que seriam titulares no Galo kkkkkkk
Flamengo,nady di palma.,@wifeofmiss,4m,acho graça que esse flamengo acha que o jogo já tá ganho e ficam de gracinha na PORRA DO CAMPO
Flamengo,beatriz,@7crfbia,4m,ta a cara do flamengo flamengar
Botafogo,Nahuel Erazo,@NahuelEraz53056,4m,"Millonarios,blooming,botafogo"
São Paulo,felipe.,@lipeswill,4m,"boa noite, São Paulo"
Palmeiras,Daniel Prado,@Prado_DanielL,4m,MUNDIAL PAI do Palmeiras
Palmeiras,Spfc tricolor,@STricolor6146,4m,Kkkkkkk Palmeiras  quando é ajudado:O Sistema está contra a gente  .
Grêmio,Roger Klotz,@rogerklotzz,4m,"Nesse caso, eu só acho que faltou o cartão amarelo por simulação pro jogador do Grêmio"
Flamengo,Lucas Cruz,@LucasCruzl,4m,"Arrascaeta não é controlador, é jogar pra finalizar jogadas. 

A derrocada dele será a ascenção do Paquetá.

#flamengo"
Fluminense,Ruan Lancini,@LanciniRua72893,4m,Levou mais que vasco x fluminense
Flamengo,hater do MSSanto,@msantosemamigos,4m,onde ta passando esse jogo do flamengo?
Corinthians,Poli,@barbosapoli,4m,De uma coisa temos certeza no grupo do Corinthians na libertadores teremos algum carrasco nosso
Cruzeiro,sa e daniel,@lucassilvx,4m,a delaytoria do cruzeiro eh mt burra meu deus
Flamengo,PES MIL GRAU,@Pesgrau,4m,"O Flamengo promoveu uma campanha contra o racismo antes da partida contra o Remo no Maracanã. 

Com a palavra Emerson Royal:

“Nação, é hora de o Maracanã inteiro se levantar contra o preconceito racial. Flamengo e Nação juntos contra o racismo. 
Façam o gesto comigo!”"
Santos,José Geraldo Zichia Junior,@zichia_jose,4m,Nenhum deles está à altura do tamanho do Santos de Pelé.
Botafogo,EL PIBE LENCINA NOS DARA ALEGRIAS,@lencinismo_39,4m,"Caracas, Audax italiano, Botafogo"
Santos,Bruno Eduardo,@BrunnoDu7,4m,Nenhum deles pelo Santos
Flamengo,lysᰔᩚ,@whyslysf,4m,O show de horror esse primeiro tempo do flamengo #FLAxREM
Flamengo,mariah é tetra e enea,@MariahConc,5m,Remo ja criou mais que o Flamengo absurdo
Flamengo,cacau & lua,@viuvoreze,5m,é claro que o remo jogaria bem contra o flamengo 
Fluminense,Caique,@Caique12ffc,5m,"Fluminense
Cerro
Custo
Platense"
Internacional,Universo Ofertas,@universoofertas,5m," O BOTICÁRIO

#parceria 

 Dia Internacional da Perfumaria: Escolha sua fragrância com até 50% de desconto!
 
tidd.ly/4dye9Rn

 Oferta válida até 22/03/2026"
Corinthians,BL,@b_luanav,5m,Só quero a vitória do Corinthians hoje
Flamengo,Dribla Aí,@oficialdriblai,5m,"TA TODA A CARA QUE O FLAMENGO VAI TOMAR UM GOL DO REMO
#FlamengoTV 
#Flamengo 
KKKKKKKKKKKKKKKKKKKKKKKK"
Botafogo,faustt_carp,@Fausto80177821,5m,"Cienciano, audax italiano, botafogo"
Santos,katlyn,@boer_katlyn,5m,"viver o Santos nos últimos anos tem sido a pior coisa na minha vida, dói falar isso"
Palmeiras,Daniel Filho,@dani_filho,5m,"Ué, nas duas últimas coletivas pós-jogo do Palmeiras o Abel reclamou da arbitragem daquela partida no ano passado... Agora foi o SPFC que trouxe ""uma responsabilidade muito grande pra uma única pessoa""? A postura oportunista e irresponsável é do Abel em todo Choque-rei..."
Botafogo,FogãoNET ★彡,@fogaonet,5m,"Botafogo tem negociações avançadas para contratar Anthony, zagueiro do Goiás"
Flamengo,@i7zinxcrf,·,,"eu acho que sou muito chato, porque eu fico puto quando o flamengo joga o brasileiro com o patch da libertadores na camisa"
Flamengo,igão,@iggor_s,5m,"difícil dms assistir um jogo do Flamengo, toda semana é em uma plataforma diferente"
Flamengo,Teu Anjo,@teu__anjo,5m,Ta a cara do Flamengo toma um gol só pra acabar com o Cartola da galera kkkkkkkkk
Flamengo,jonil de souza,@de_jonil,5m,Vem outra vez flamengo atrás tentando ir pela lateral direita  vem Marcelinho Marlon Kayky Tchamba  e bola com o Flamengo 
Flamengo,Bruna,@brunaascrf,5m,Capaz do flamengo pegar todas as altitudes possiveis nessa fase de grupos da libertadores
Flamengo,Bruno Lima,@BrunoLimaBRSL,5m,O Remo só joga bem contra o Flamengo??? Que é isso Produção???
Cruzeiro,Polly Cruzeirense,@Poyy025,5m,"Sacanagem dá tempo a janela Nacional fecha dia 27 
@Cruzeiro"
